paper_A_doi,paper_B_doi,n_records_A,n_records_B,shared_buckets_with_value,n_shared_buckets_with_value,shared_buckets_with_range_in_A,shared_endpoint_kinds,shared_endpoint_units,shared_time_points,shared_membrane_types,compatibility_class,notes
10.4103/jomfp.jomfp_253_19,10.1038/srep08114,19,3,,0,,,,0.541h;1.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1039/d0ra00100g,19,8,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1172/jci2614,19,4,,0,,,,0.308h;0.583h;1h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1186/2050-6511-13-5,19,27,,0,,,%,5.5h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1208/s12249-013-9995-4,19,24,,0,,,,24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1208/s12249-019-1481-1,19,10,,0,,percent,,0.541h;1.5h;2.5h;8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1208/s12249-019-1584-8,19,10,,0,,,,0.042h;3.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1248/cpb.c21-00033,19,14,,0,,,,8h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1371/journal.pone.0118536,19,3,,0,,,,24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1371/journal.pone.0156931,19,8,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1523/jneurosci.15-04-02768.1995,19,9,,0,,,%,0.042h;1.42h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1523/jneurosci.5741-07.2008,19,5,,0,,,,0.291h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.1593/neo.121890,19,4,,0,,,,24h;48h;96h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.18433/j3160b,19,6,,0,,percent,%,8h;24h;48h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.21203/rs.3.rs-3773667/v1,19,3,,0,,,,,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.3389/fphar.2024.1355283,19,3,,0,,,,0.541h;3.5h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
10.4103/jomfp.jomfp_253_19,10.3389/fphys.2016.00263,19,4,,0,,,,12h;24h,,INCOMPATIBLE,No shared formulation-factor bucket with numeric/range values.
