formulation_id,replicate,poloxamer_407_pct,ethanol_pct,propylene_glycol_pct,design_group,design_method,design_stage_order,source,t1,t2,t3,t4,t6,t8,t22,t24,t26,t28
Cf19,3,23.5,17.9,18.1,LHS,Latin hypercube sampling,2,Paper 1 (this study),4.417910447761194,12.071641791044778,21.034328358208956,30.982686567164183,52.02268656716418,74.66865671641791,234.31910447761197,256.3826865671642,277.69104477611944,300.7704477611941
Cf19,4,23.5,17.9,18.1,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.1104477611940307,9.588358208955226,17.689850746268657,26.871343283582092,45.75283582089553,65.50895522388059,208.2408955223881,228.04149253731347,247.56119402985078,268.0092537313433
Cf19,5,23.5,17.9,18.1,LHS,Latin hypercube sampling,2,Paper 1 (this study),5.080597014925374,11.81223880597015,18.348358208955222,26.328656716417914,44.54477611940299,61.5026865671642,195.39552238805973,214.40895522388067,233.8564179104478,253.16238805970153
Cf20,1,24.3,13.1,11.9,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.8447761194029852,10.46089552238806,18.13850746268657,28.066865671641793,46.98537313432836,68.11492537313434,224.96089552238809,247.49164179104477,270.2429850746269,294.48626865671645
Cf20,2,24.3,13.1,11.9,LHS,Latin hypercube sampling,2,Paper 1 (this study),1.8925373134328363,10.799104477611941,19.8,30.591343283582088,52.90119402985075,76.13462686567165,237.25283582089554,259.8086567164179,281.20835820895525,305.02
Cf20,3,24.3,13.1,11.9,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.6955223880597017,12.387761194029853,23.03970149253732,35.09522388059702,59.42328358208955,84.51462686567164,267.35970149253734,293.4322388059702,318.55970149253733,344.96626865671647
Cf20,4,24.3,13.1,11.9,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.3850746268656717,10.42,18.616119402985078,28.569552238805972,48.623582089552244,69.83373134328359,228.87970149253735,248.46865671641788,266.2889552238806,289.3173134328358
Cf20,5,24.3,13.1,11.9,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.31044776119403,11.3834328358209,21.0667164179105,32.0837313432836,54.8425373134328,78.0335820895523,250.079104477612,271.438955223881,290.447313432836,314.557313432836
Cf21,1,25.5,10.1,14.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.2716417910447766,11.035223880597016,19.29223880597015,29.678208955223887,51.05641791044776,72.75880597014927,234.88895522388063,257.464776119403,279.0698507462687,303.6573134328358
Cf21,2,25.5,10.1,14.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),4.453731343283582,12.98089552238806,22.639701492537316,33.86,57.81373134328359,84.23462686567164,269.0468656716418,298.00328358208964,324.5244776119403,352.96805970149256
Cf21,3,25.5,10.1,14.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),9.958208955223881,16.324776119402983,24.47731343283582,33.74417910447762,55.07611940298508,79.324776119403,271.20149253731347,306.69313432835827,338.73970149253734,374.31283582089554
Cf21,4,25.5,10.1,14.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.343283582089553,11.33731343283582,18.546567164179105,28.667462686567166,46.79014925373134,69.93641791044776,226.20805970149254,249.2179104477612,272.3501492537314,295.8970149253731
Cf21,5,25.5,10.1,14.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.940298507462687,12.543283582089556,21.30985074626866,33.92865671641792,45.04955223880597,86.47313432835823,280.4310447761194,307.9382089552239,333.3137313432836,361.0250746268657
Cf22,1,26.6,11.6,16.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),4.805970149253732,13.768656716417912,25.93761194029851,37.72597014925374,61.539701492537326,87.66925373134329,270.65402985074627,296.30656716417917,320.04388059701495,346.5202985074627
Cf22,2,26.6,11.6,16.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),3.3671641791044773,11.917611940298508,22.391641791044776,32.709253731343296,52.98119402985075,72.66716417910449,227.92388059701497,249.77343283582093,270.46119402985073,294.03910447761194
Cf22,3,26.6,11.6,16.8,LHS,Latin hypercube sampling,2,Paper 1 (this study),4.208955223880597,11.505970149253733,21.414029850746267,29.40716417910448,48.13641791044776,65.51820895522388,208.83283582089555,228.2376119402985,248.4937313432836,269.0411940298508
